Kolvereid Liland Køpp - 2023/2024
Frogner Frogner Veteranturnering 2023 - 2023/2024
Sola Solarekrutten - 2023/2024
Kolvereid Knut Liland køpp - 2013/2014
NBF World Masters Games OpenClass - 2013/2014
NBF World Masters Games CompClass - 2013/2014
NBF VM 2013 Guangzhou, China - 2013/2014
Pillarguri Otta open 2013 - 2013/2014
NBF Viby Cup - 2013/2014
NBF Hillerød - 2013/2014
Sotra Blackminton Tournament 2013 - 2013/2014
NBF Täby Open Elit - 2013/2014
Sotra Blackminton Open 2013 - 2013/2014
Kristiansand RT 15 + 19 - 2013/2014
Djerv RT 13 - 2013/2014
NBF Internationella Skånska Ungdomsspelen - 2013/2014
Sandefjord RT 17 + NRSenior - 2013/2014
NBF World Senior Championships 2013 - 2013/2014
Tromsø Tromsøpalmen - 2013/2014
Rissa Clearcup - 2013/2014
Slagen Slagentreffen 2013 - 2013/2014
Sola Solarekrutten 2013 - 2013/2014
NBF KBK Mesterrække - 2013/2014
Hadsel Hadselsmashen 2013 - 2013/2014
Tana Tana Open 2013 - 2013/2014
NBF Storsjøcupen 2013 - 2013/2014
Askøy Askøy Rekrutten - Askøy Senior 2013 - 2013/2014
Moss Mossetreffen - 2013/2014
NBF Kronjylland Open A - 2013/2014
NBF Kista SGP2 - 2013/2014
Asker Ferske Fjes - 2013/2014
Frogner Frognerhøna - 2013/2014
NBF Yonex Denmark Junior - 2013/2014
NTNUI Treffpunkt - 2013/2014
Stavanger Stavanger Open 2013 - 2013/2014
Ålesund Ålesundcupen 2013 - 2013/2014
NBF Luleträffen - 2013/2014
NBF DGI Landsbadmintonstevne A - 2013/2014
NBF DGI Landsbadminton stevne A - 2013/2014
NBF DGI Landsbadminton stevne B - 2013/2014
NBF DGI Landsbadminton stevne C - 2013/2014
NBF ONSC 2013 - 2013/2014
Sandefjord U23-mesterskapet 2013 - 2013/2014
Grimstad Sørlandsdroppen - 2013/2014
Kirkenes Barents Open 2013 - 2013/2014
Kolvereid Nøkkerosa Cup - 2013/2014
Nøtterøy Nøtterøy ferske fjes - 2013/2014
Sædalen Sædalsspelet 2013 - 2013/2014
Klæbu Trønderdroppen - 2013/2014
NBF KMB 2010 - 2013/2014
Brodd RT 15* + 19 - 2013/2014
Bodø Polarcirkell Cup 2013 - 2013/2014
Jarlsberg Jarlsbergosten - 2013/2014
NBF Næstved M - 2013/2014
Berlevåg Spartreffet 2013 - 2013/2014
Haugesund Vestlandsmesterskapet 2013 - 2013/2014
Grong Tommy Gåsbakks minneturnering - 2013/2014
NBF NIC 2013 - 2013/2014
Moss RT 13 + 17* + NRSenior - 2013/2014
NBF Finnish International Junior Elite - 2013/2014
Kristiansand KBK cup - 2013/2014
Asker Debutanten - 2013/2014
Bergen North Sea Cup 2013 - 2013/2014
Sola Solaslaget 2013 - 2013/2014
Trondheim TBK Julecup 2013 - 2013/2014
NBF Finnish International Junior - 2013/2014
NBF Portugal Junior U19 - 2013/2014
Brodd KM Sør 2014 - 2013/2014
Hamar KM Hedmark og Oppland 2013/14 - 2013/2014
Haugerud KM Oslofjorden 2014/Haugerud Cup - 2013/2014
NBF BSO 2013 U19-Elit - 2013/2014
NBF Middelfart - 2013/2014
NBF Middelfart A - 2013/2014
NBF Middelfart B - 2013/2014
Bergen Julecupen 2013 - 2013/2014
Kolvereid Blodslitet 2013 - 2013/2014
NBF Greve M - 2013/2014
Frogner RT 17* - 2013/2014
Bygdø RT 13 + NRSenior - 2013/2014
Hammerfest Vinterstormen - 2013/2014
Pillarguri RT 15 + 19* - 2013/2014
Tromsøstudentenes IL Arctic Open - 2013/2014
NBF Scottish International Veterans Championships - 2013/2014
Herøy KM Midtnorsk nord - 2013/2014
Askøy KM Vest 2014/Askøy Open - 2013/2014
Brodd Smashing Good 2014 - 2013/2014
NTNUI KM Midtnorsk sør - 2013/2014
Sandefjord SaBK Open - 2013/2014
NBF Hillerød senior M - 2013/2014
NBF Lillerød Cup - 2013/2014
NBF Holbæk M - 2013/2014
NBF Hørsolm - 2013/2014
Kristiansand NM 2014 - 2013/2014
Drøbak Drøbak ungdomsturning - 2013/2014
Klæbu Smash Cup 2014 - 2013/2014
Tana Finnmarksmesterskapet 2014 - 2013/2014
NBF SM 2014 - 2013/2014
Djerv Møllarslaget 2014 - 2013/2014
Grimstad Hisøy Cup 2014 - 2013/2014
Verdal Verdalstreffen 2014 - 2013/2014
NBF EM U15 Basel - 2013/2014
NBF Bindslev/Tversted M - 2013/2014
NBF Bindslev/Tversted A - 2013/2014
NBF Slagelse Forza Cup - 2013/2014
NBF Lillerød Senior A - 2013/2014
NBF Bindslev/Tversted B - 2013/2014
Harstad KM Hålogaland 2014 - 2013/2014
Grong Namdal Open - 2013/2014
Siddis BK Midt Vinter Open 2014 - 2013/2014
Sotra Strilaslaget 2014 - 2013/2014
Vestre Aker Fjærfest - 2013/2014
NBF Isi Cup 2014 - 2013/2014
NBF Odense M - 2013/2014
NBF Odense senior A - 2013/2014
NBF Kungs Rockstile OPEN 2014 - 2013/2014
Bergen RT 15* + 17 - 2013/2014
Kragerø Veteranmesterskapet 2014 - 2013/2014
NBF NTNUI Open - 2013/2014
NTNUI NTNUI Open - 2013/2014
Tana Vintergnisten 2014 - 2013/2014
NBF 49th Portuguese International Championships - 2013/2014
Haugerud RT 13 + 19* - 2013/2014
NBF Erritsø senior - 2013/2014
Brodd Vårstikket 2014 - 2013/2014
Leksvik Fosentreffen 2014 - 2013/2014
Slagen Ferske Fjes 2014 - 2013/2014
