Kolvereid Knut Liland Køpp 2014 - 2014/2015
Sandefjord RT 17 + NRSenior - 2014/2015
Mehamn Mehamn Smashen - 2014/2015
Kristiansand RT 13 + 15 + 19 - 2014/2015
Verdal Øradobbelen - 2014/2015
Hadsel Hadselsmashen 2014 - 2014/2015
Rissa Clearcup - 2014/2015
Bergen North Sea Cup 2014 - 2014/2015
Sola Sola Rekrutten 2014 - 2014/2015
Grimstad Sparebanken Sør Cup - 2014/2015
Askøy Askøy Rekrutten - Askøy Senior 2014 - 2014/2015
Frogner Frognerhøna - 2014/2015
Moss Mossetreffen 2014 - 2014/2015
Tana Tana Open 2014 - 2014/2015
Asker Ferske Fjes - 2014/2015
NTNUI Treffpunkt - 2014/2015
Stavanger Stavanger Open 2014 - 2014/2015
Ålesund Ålesundcupen - 2014/2015
Bygdø U23-mesterskapet 2014 - 2014/2015
Herøy Marine Harvest Cup - 2014/2015
Kirkenes Barents Open 2014 - 2014/2015
Klæbu Trønderdroppen 2014 - 2014/2015
Bodø Polarcirkel cup 2014 - 2014/2015
Bergen RT 15* + 19 - 2014/2015
Berlevåg Spartreffet 2014 - 2014/2015
Jarlsberg Jarlsbergosten 2014 - 2014/2015
Kolvereid Nøkkerosa Cup 2014 - 2014/2015
Askøy Vestlands Mesterskap 2014 - 2014/2015
Grong Tommy Gåsbakks minneturnering - 2014/2015
Moss RT 13 + 17* + NRSenior - 2014/2015
Asker Debutanten - 2014/2015
Sola Solaslaget 2014 - 2014/2015
Sædalen Sædalsspelet 2014 - 2014/2015
Trondheim TBK Julecup 2014 - 2014/2015
Haugerud KM Oslofjorden/Haugerud Cup 2015 - 2014/2015
Slagen KM VBT/Slagentreffen 2014 - 2014/2015
Bergen Julecupen 2014 - 2014/2015
Grong Blodslitet - 2014/2015
Brodd RT 17* - 2014/2015
Bygdø RT 13 + NRSenior - 2014/2015
Båtsfjord Vinterstormen - 2014/2015
Djerv RT 15 + 19* - 2014/2015
Tromsø Arctic Open - 2014/2015
Brodd KM Sør/Smashing Good 2015 - 2014/2015
Askøy KM Vest/Askøy Open 2015 - 2014/2015
Kolvereid KM Midt-Norsk Krets Nord 2015 - 2014/2015
Norborg KM Midtnorsk Sør - 2014/2015
Sandefjord SaBK Open - 2014/2015
Moss NM 2015 - 2014/2015
Klæbu Smash Cup 2015 - 2014/2015
Hammerfest Finnmarksmesterskapet 2015 - 2014/2015
Djerv Møllarslaget 2015 - 2014/2015
Verdal Verdalstreffen 2015 - 2014/2015
Grimstad Grimstad Cup 2015 - 2014/2015
Hamar BB-2015 - 2014/2015
Grong Namdal Open - 2014/2015
Nøtterøy Nøtterøy ferske fjes & Nøtterøy open - 2014/2015
Siddis BK Midt Vinter Open 2015 - 2014/2015
Sotra Strilaslaget 2015 - 2014/2015
Vestre Aker Fjærfest - 2014/2015
Haugerud Haugerud ranking 15* + 17 - 2014/2015
Tromsø Veteranmesterskapet 2015 - 2014/2015
Frogner RT 13 + 19* - 2014/2015
Brodd Vårstikket 2015 - 2014/2015
BSI BSI Smashen 2015 - 2014/2015
Ålesund Ålesundsvippen - 2014/2015
Nesna Nesnasmashen 2015 - 2014/2015
Leksvik Fosentreffen 2015 - 2014/2015
Sandefjord UBM 2015 - 2014/2015
NBF NM junior 2015 (ungd.lekene) - 2014/2015
Båtsfjord Båtsfjord Open 2015 - 2014/2015
Frogner Frognerkyllingen/Frognerbroileren - 2014/2015
Haugerud Haugerud vårcup - 2014/2015
Orkanger Orkla Cup - 2014/2015
Stavanger Vårblomsten 2015 - 2014/2015
Bergen Fana Cup 2015 - 2014/2015
Vestre Aker Vestre Aker Open - 2014/2015
Hammerfest Midnight Sun - 2014/2015
Fron Midtsommernatt 2015 - 2014/2015
Kolvereid Knut Liland Køpp 2015 - 2015/2016
Djerv RT 15 + 19 - 2015/2016
Kristiansand RT13 + RT 17 + NRSenior - 2015/2016
Verdal Øradobbelen, Verdal - 2015/2016
Bergen North Sea Cup 2015 - 2015/2016
Kragerø Høstturnering i Kragerø - 2015/2016
Rissa Clearcup - 2015/2016
Sola Solarekrutten 2015 - 2015/2016
Frogner Frognerhøna - 2015/2016
Hadsel Hadselsmashen 2015 - 2015/2016
NTNUI NTNUI Treffpunkt 2015 - 2015/2016
Askøy Askøy Rekrutten og Askøy Senior 2015 - 2015/2016
Moss MosseTreffen 2015 - 2015/2016
Tana Tana Open 2015 - 2015/2016
Slagen Slagentreffen 2015 - 2015/2016
Ålesund Ålesundcupen 2015 - 2015/2016
Asker U23-mesterskapet 2015 - 2015/2016
Berlevåg Spartreffet 2015 - 2015/2016
Bygdø Bygdø Høsttreff - 2015/2016
Klæbu Trønderdroppen 2015 - 2015/2016
Herøy Marine Harvest Cup - 2015/2016
Bodø Polarcirkel cup 2015 - 2015/2016
Karmøy RT 13 + 19* - 2015/2016
Jarlsberg Jarlsbergosten 2015 - 2015/2016
Kolvereid Nøkkerosa Cup 2015 - 2015/2016
Grong Tommy Gåsbakks minneturnering - 2015/2016
Norborg Sparebanken Møre Cup - 2015/2016
